network_id,station_id,path
ASOSAWOS,ASOSAWOS_72476994035,s3://cadcat/histwxstns/ASOSAWOS/ASOSAWOS_72476994035.zarr/
ASOSAWOS,ASOSAWOS_72477003170,s3://cadcat/histwxstns/ASOSAWOS/ASOSAWOS_72477003170.zarr/
ASOSAWOS,ASOSAWOS_72477693075,s3://cadcat/histwxstns/ASOSAWOS/ASOSAWOS_72477693075.zarr/
ASOSAWOS,ASOSAWOS_72479694128,s3://cadcat/histwxstns/ASOSAWOS/ASOSAWOS_72479694128.zarr/
ASOSAWOS,ASOSAWOS_72479723176,s3://cadcat/histwxstns/ASOSAWOS/ASOSAWOS_72479723176.zarr/
ASOSAWOS,ASOSAWOS_72480023157,s3://cadcat/histwxstns/ASOSAWOS/ASOSAWOS_72480023157.zarr/
ASOSAWOS,ASOSAWOS_72481523257,s3://cadcat/histwxstns/ASOSAWOS/ASOSAWOS_72481523257.zarr/
ASOSAWOS,ASOSAWOS_72482893241,s3://cadcat/histwxstns/ASOSAWOS/ASOSAWOS_72482893241.zarr/
ASOSAWOS,ASOSAWOS_72483023232,s3://cadcat/histwxstns/ASOSAWOS/ASOSAWOS_72483023232.zarr/
ASOSAWOS,ASOSAWOS_72483323206,s3://cadcat/histwxstns/ASOSAWOS/ASOSAWOS_72483323206.zarr/
ASOSAWOS,ASOSAWOS_72483893205,s3://cadcat/histwxstns/ASOSAWOS/ASOSAWOS_72483893205.zarr/
